questionID,sentence,ChatGPT4_label,label,correct
775,I met a guy a month ago.,,,
775,He is a bisexual.,,,
775,He has a lot of gay friends on social networking sites.,,,
775,He would not help pay for the room.,,,
775,"When I asked for the TV remote control, he threw it elsewhere and asked me to get it.",,,
775,I slapped him and asked him to leave my room.,,,
775,We recently just got back together.,,,
775,One time I was sick.,,,
775,He came to visit and feed me but left no money.,,,
775,Then he texts me and brags about his house and car knowing that I have struggles living at a hotel.,,,
775,He says that he has a whole house where he can put me in and orders me to text him whenever I need someone to have sex with.,,,
775,He left his bath soap so he could come and get it.,,,
775,I think that he is trying to find a way to come back.,,,
775,Please help me.,,,
775,What¡¯s going on?,,,
775,"I am a good, loyal woman.",,,
775,Why is he treating me like this?,,,
776,I got involved with my best friend who is married but has been very unhappy for the last five years.,,,
776,We both fell in love and have been together for eight months.,,,
776,He left the house and filed for divorce.,,,
776,"He decided to tell her about our relationship, and she is willing to forgive and work on things.",,,
776,This shook him.,,,
776,They have two kids together.,,,
776,He decided to put the divorce on hold.,,,
776,He left town for a month to get clarity on the situation and see a therapist.,,,
777,"I have been dating my boyfriend for a month, and we want a baby.",,,
777,"We don't work or drive, and we haven't talked to our parents.",,,
777,What should we do?,,,
778,I was hanging out with my close guy friend.,,,
778,"We started kissing, but afterwards, he said that we should just stay friends because he doesn't want to ruin anything.",,,
778,We both just got out of relationships.,,,
778,His was very sexual.,,,
778,"I'm not a sexual person, and he knows that.",,,
778,"I want to be with him, but I'm not ready for another relationship, and I don't know if he ever will want to be more than friends.",,,
779,My partner seems to always get depressed over the fact that his kids have to see and go through the divorce process.,,,
779,It¡¯s especially when the mother of his kids keeps making him feel bad and using the kids as an excuse to get back at him.,,,
779,I feel like just telling him to go back with his family and forget about me.,,,
780,My girlfriend broke up with me five months ago because I said awful things to her one night for no reason of hers.,,,
780,"I have been trying to get her back, but it isn¡¯t easy.",,,
780,She is in her 50s and I am in my 40s.,,,
780,"She is the one I want for my life, and this is killing me.",,,
780,"Every day, I cry, and I am desperate for help.",,,
781,"I'm a female freshman in high school, and this question is for my male best friend.",,,
781,"At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date.",,,
781,He has been dating a really sweet senior girl for a month or two.,,,
781,I have nothing against her except for the fact that she has Tim's heart.,,,
781,"He is convinced that they are in love, and maybe they are, but I don't really believe him.",,,
781,"Lately, Tim had been expressing concern about what is going to happen when Sally leaves for college at the end of term this year.",,,
781,He's been asking me to help him with Sally and what girls like to show her how much he loves her.,,,
781,But he's also been thinking about breaking up with her just so they won't have to deal with it when she leaves.,,,
781,"He seems really torn up about it, and I want to know what to say to him and how to help him once she leaves.",,,
781,He knows that I still crush on him.,,,
781,He doesn't rub it in my face.,,,
781,"He's a good guy, but I want to actually help him out and recover before we think about maybe another relationship between us.",,,
781,How do I do that when the time comes?,,,
781,How do I support him and show him that I'm here without wanting to hook up?,,,
781,How do I make him feel better?,,,
781,"He is convinced he's never going to be able to love anyone ever again, which I think is ridiculous.",,,
782,I have been seeing this guy for a little over a year.,,,
782,"Back in August, he asked for us to step back for now.",,,
782,"Since then, he has still been in contact with me every day.",,,
782,"We spent some time together over the holidays, but then I was gone for New Years with family.",,,
782,I came to find out that he put himself on a dating site.,,,
782,"When I found out, I asked him about it, and he responded with this: ¡°My apologies if I got my signals crossed, or if I wasn¡¯t honest with you.",,,
782,You have helped me tons this past year and I am glad you are in my life.,,,
782,I didn¡¯t realize you were still interested in dating.,,,
782,"Again, my apologies.¡± Also, is it better to say that I want him in my life or that I want him as part of my life?",,,
783,My girlfriend and I have broken up and gotten back together numerous times in the past two years.,,,
783,We recently just broke up again last night on New Year¡¯s Eve.,,,
783,"When we break up, the very next day, she calls me and acts as if nothing has happened.",,,
783,She acts like everything is alright.,,,
783,This has been going on for two years.,,,
783,"I do love her and care about her and her children a lot, but she seems really demanding as far as what she deserves from a man.",,,
783,She is always telling me that she deserves this and that from a man.,,,
783,It makes me feel like crap because I cannot give her everything that she wants.,,,
783,She told me one time that she wants a man who is going to be afraid to lose her.,,,
783,"Is that a normal thing that women want, or should I just move on already?",,,
783,I am in my 30s and she is in her 40s.,,,
784,I broke up with him three weeks ago because I felt that he needed to be more respectful.,,,
784,He has since had a rebound relationship.,,,
784,He says he loves and misses me but refuses to see me.,,,
784,He says it's going to be too difficult to see me.,,,
784,"Every time we talk, it feels like I'm being pushy to see him.",,,
784,"He used to be so madly in love with me, but now, it seems like he couldn¡¯t care less.",,,
784,I think I'm running him away.,,,
785,"I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids.",,,
785,He's cheated on me twice: once in the beginning and then four months ago.,,,
785,He wasn't use to dating a virgin and broke up with me three times because he wasn't sure.,,,
785,We both work at the same job (where we met) and it¡¯s with the girl that works with us.,,,
785,"I've been trying to get over it, but now my confidence and self-esteem are low, and sometimes I feel like he¡¯ll do it again or that he's not ready to be with me.",,,
785,I think about it all over again when I see her.,,,
785,"He says he's in love with me, and with the last time he cheated, it didn't feel right, and that's when he knew he had to stop because his feelings were for me.",,,
785,He's contacted her and told her he will not communicate with her because he's in a relationship with me.,,,
785,How do I gain confidence?,,,
785,Should I let him go?,,,
785,"If I let him go, I don't want to be sad about it being that we work together.",,,
785,"I try to tell myself I'm beautiful every day, and I think I am a pretty attractive female with a great personality, but I don't like the fact that she works there.",,,
786,"I find that I imagine things sexually, and I hate it because it puts strain on my relationship.",,,
786,I feel helpless and guilty.,,,
786,"I want it to go away, and I want to make my woman happy again.",,,
787,My boyfriend moved in with me a few months ago.,,,
787,"I love him, but his dog is wrecking my house.",,,
787,"Every day we get home, there is a huge mess on the floor, and several things will be ripped up (including the couch).",,,
787,"He's slowly eating all of the doors, and there will be food and poop everywhere.",,,
787,"Even though I come home during all of my breaks to take him out, he still poops and pees in the house every chance.",,,
787,I can't financially afford to have the dog wrecking my house.,,,
787,"I've tried talking to my boyfriend about the dog to try and come up with a solution, but it never ends well.",,,
787,The dog is the only thing we fight about because I want him out of the house and my boyfriend doesn't want to see him go.,,,
787,It¡¯s not the dog fault though; I understand that.,,,
787,"The dog is only a year old, and he isn't a bad dog.",,,
787,He's just too big of a dog for where he is; he should be a farm dog instead of a town dog.,,,
787,"I don't hate the dog, but I just can't afford to continue having my house torn to pieces.",,,
788,I had to go to the emergency room today to get an X-ray of my spine.,,,
788,My boyfriend didn't want to sit there and wait with me.,,,
788,"Instead, he wanted to go do things for his friends while I waited.",,,
788,"When I was done, he was twenty minutes late in picking me up.",,,
788,"He doesn't understand why I'm mad, and we keep bickering at each other over the smallest things.",,,
788,"He thinks I don't have a reason to be mad, but I believe that I do.",,,
789,My fianc¨¦ doesn't think I trust him because I was cheated on before.,,,
789,"However, he hides his phone and has been texting his ex-girlfriend, who he has two kids with.",,,
789,What should I do?,,,
790,"My long-distance girlfriend is in a sorority, and it's changing her.",,,
790,I feel like I'm becoming less important to her and it hurts.,,,
790,"She just wants me to support the sorority, but it's so hard.",,,
790,"I try every day to show her she's the most important thing to me, but she can't even stay relatively sober at a fraternity party for me so that I won't worry about her doing anything regretful.",,,
790,"We love each other, but we're in a rough patch.",,,
791,"Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend.",,,
791,"It¡¯s like I can't get past it, and I need some kind of closure.",,,
791,"I keep thinking about how we had something, but it got cut off due to parental intervention.",,,
791,Nothing was ever wrong with it.,,,
791,"Now we've become friends, but there's this huge sexual tension between us, or at least I feel it when we're physically in the same place.",,,
791,"Two summers ago, we saw each other casually for a while, but we never had sex then or while we were dating, which was only for two months three years ago.",,,
791,"I'm now in my 20s, and my current boyfriend is amazing and in his 30s.",,,
791,"Despite the age difference, I know we're a really good match.",,,
791,We've never really fought and are able to make compromises and talk everything out.,,,
791,I tell him everything.,,,
791,"Also, my ex-boyfriend has a girlfriend now as well.",,,
791,"He¡¯s been seeing her on and off for the past two and a half years, besides when they broke up and we had our casual thing.",,,
791,"That summer, I told him I didn't want anything serious and broke it off.",,,
791,"Only a week later, he had gotten back together with his girlfriend.",,,
791,His girlfriend is kind of mean spirited.,,,
791,"I'm sure she may be different around him, but I worry about him committing to her in the long run.",,,
791,They're supposed to move in together soon.,,,
791,"But still, I feel this connection with my ex-boyfriend, and I feel like he does too.",,,
791,I don't know what to do.,,,
791,I need some closure or I'm not going to be able to move on from this.,,,
791,"I don't know what it is, but it's driving me crazy.",,,
791,"I¡¯m so happy with my current boyfriend, and I know he will do everything in his power to make my life beautiful and fulfilling.",,,
791,He¡¯s such a good person.,,,
791,"I also know my ex-boyfriend smokes marijuana and does other things, but I can't get it out of my head.",,,
791,"I'm trying to take a nap right now between classes, but I can't sleep because my mind is racing.",,,
791,I've never been so hung up on something for this long ever.,,,
791,"I want to just talk it out with my ex-boyfriend, but I don't know if that's a good idea because of the possibility that it could blow up in my face.",,,
791,"If he told his girlfriend, everything could go wrong because she hates me.",,,
791,"If my current boyfriend knew, he would be crushed.",,,
791,"On one hand, I want my ex-boyfriend to say no to having feelings for me, but I would be terrified of what to do if he said he has feelings too.",,,
791,Where would I go from there?,,,
791,"On the other hand, I feel like I can't move forward in my relationship with my current boyfriend without closure from this.",,,
791,"Sometimes I wish I could just cut off everything that had to do with my ex, but I don't want to.",,,
791,"Please help me, because I really have no idea what to do.",,,
792,"After 25 years, I fell in love for the first time.",,,
792,The person acted for a week and left me without even saying goodbye.,,,
792,"My heart is burning, and I can't take this pain.",,,
793,My ex-boyfriend and I met over a year ago.,,,
793,We hit it off and fell in love pretty quick.,,,
793,"However, he has trust issues and assumed I was cheating.",,,
793,"When I found out I was pregnant, we had just broken up.",,,
793,"Five months later, I lost the baby, and we did not speak for a few weeks.",,,
793,"Now we are talking, and he says he loves me but is afraid I will hurt him ""again.""",,,
793,"I just want to know where to go with this because I love him so much, and I want to get back to us being happy and a family.",,,
794,"My ex-boyfriend, will not stop harassing and stalking me.",,,
794,We work together.,,,
794,I honestly think he needs help to move on.,,,
794,His accusations are angry lies.,,,
794,But I think he may believe them to be true.,,,
795,My boyfriend¡¯s sneaky and puts his friends before me.,,,
795,He fights just to leave.,,,
795,"One day, he's happy.",,,
795,"The next, he's mean and blames me for everything.",,,
795,He can't admit faults.,,,
795,He thinks he's perfect and does no wrong.,,,
796,My boyfriend says I'm nuts.,,,
796,I need to get help because I get an overwhelming feeling that he is cheating on me.,,,
796,"Whenever I try to talk with him about it, he always turns it around on me by telling me what I'm doing wrong.",,,
796,I know that accusing him does not help.,,,
796,"When his whole demeanor shifts towards me, I can't help but think that something is wrong.",,,
796,Am I wrong for feeling this way?,,,
796,I try to talk with him to make it better.,,,
796,I let him know when I am feeling down.,,,
796,But I am not confident in these things.,,,
796,Two weeks ago a girl texted his phone 3 times trying to hook up with him.,,,
796,"He texted her back with ""Sorry, I've been working.",,,
796,I just read your message.",,,
796,The girl was trying to get him to call her at a time when he was at home with me.,,,
796,He texted her back with "Don't text me anymore.",,,
796,I don't feel like I am way out of the line.,,,
796,But I can't talk with him if all that he will say is that I'm crazy and I need help.,,,
796,What should I do?,,,
796,How will I go about checking if there really is something wrong with me?,,,
797,"I want us all to get along, but feel that I am not being respected.",,,
797,Of course I do have some insecurities because he was with his ex for 8 years.,,,
797,"He wants to see his step daughter and ex makes it so he has to go there to see her, but she doesn't want me around.",,,
797,"She has a boyfriend, but mine fixes their vehicles, goes over once a week and hangs out with the ex and does family things with her.",,,
797,"Since he works nights, I only see him parts of Friday-Sunday and we live together.",,,
797,"He won't let me use his phone when I forgot mine, says his ex used to mess with it.",,,
797,"I don't think he's cheating, but he will lie about what time he actually left her place to come home or about going over early to be with them.",,,
797,I feel like the other woman.,,,
797,She has tried to mess with holiday plans by restricting when he can see the child.,,,
797,"He only dated once person before her, so this could be why.",,,
797,I don't feel he has let go enough.,,,
797,He is a wonderful boyfriend other than this.,,,
798,Then turn right back around and say he loves me and needs me.,,,
798,This rollercoaster is crazy.,,,
799,"I have been with my best friend for over a year, and we have had a beautiful baby girl.",,,
799,"We were in love, and I still love her dearly.",,,
799,I am in my late teens and so is she.,,,
799,She says she has lost her connection with me.,,,
799,She is talking to a random guy that she says is just someone to talk to.,,,
799,But she says she still loves me.,,,
799,I'm very hurt and confused.,,,
800,Why am I attracted to older men?,,,
801,We went out had great sex and I was really liking her.,,,
801,"Then one day she says we should just be friends, but I can't stop thinking about her.",,,
801,She's always on mind and I want her back.,,,
802,I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice.,,,
802,Sometimes during a disagreement he tells me that my communication is having a harmful impact on him.,,,
802,Once he believes I am being negative I can't seem to find a better way of communicating.,,,
802,"In fact, it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating.",,,
802,What advice might you offer?,,,
804,What do I do if I have been feeling like I could never be with anyone because no one would want me.,,,
804,Or I couldn't have many friends because of who I am.,,,
804,It's strange I want to be loved but I'd hate to be because I always lose.,,,
805,He goes out with her to dinner/brunch/movies when we are not together (we live 2 hours apart).,,,
806,My girlfriend's grandma passed away 5 months ago.,,,
806,They were very close.,,,
806,She took care of her till she died.,,,
806,Things kinda returned to normal few weeks later.,,,
806,Last month it feels like we hit a brick wall.,,,
806,Intimacy fell off.,,,
806,I asked what's up.,,,
806,She says she can't connect with anyone and that it's not me.,,,
806,She used to be very open and expressive.,,,
806,Now she gives short answers and has no interest in sex or any touching.,,,
806,"When we did have sex in the last month, something felt really off.",,,
806,Now I'm very insecure about us and have thoughts of her cheating.,,,
806,"She says otherwise, but I don't know.",,,
806,It just feels like something is really off.,,,
807,He is in his late thirties and I am in my mid twenties.,,,
807,We have been together for about 5 months.,,,
807,I really like him.,,,
807,He says he cares about me and is willing to fight to make things right.,,,
807,He has been very apologetic and expressed he did it out of fear.,,,
807,I don't know if it's worth giving him a second chance.,,,
808,I keep getting into relationships with men that are in bad situations.,,,
808,I take them on and help them and do all I can and the relationship still fails.,,,
808,How do I learn to not get in relationships with men in bad situations?,,,
808,"I see someone in need of help, I jump in.",,,
808,And it is getting me nowhere.,,,
808,I am alone sad and frustrated.,,,
809,We kissed and he grabbed my boobs and we exchanged some texts and a few calls.,,,
809,It went on for about 8 months.,,,
809,Just when we were all together and our spouses were out of the room.,,,
809,Once I met him for lunch to tell him that we needed to stop.,,,
809,We ended up kissing after lunch and then I sent him a few more texts that day telling him I was serious and that was the end of it.,,,
809,His wife (my good friend) saw us kiss once and told my husband.,,,
809,I told him a couple of things then and we got over it.,,,
809,A year later she told him a couple of other things.,,,
809,Same story.,,,
809,It's been about 3 years since.,,,
809,They are now divorced and my husband and I have been happy.,,,
809,A few weeks ago the wife called me and said that her now ex told her more stuff we did.,,,
809,I decided to just tell my husband everything.,,,
809,We are trying to work things out.,,,
809,But he is having a really hard time believing that he knows all of it.,,,
809,How can I help him believe me?,,,
810,I'm currently dating someone else and I really like him.,,,
810,But I love and miss my ex so much.,,,
810,What do I do?,,,
811,We have been fighting a lot and have 3 kids but we both want to stay together.,,,
811,I need some help to save our family.,,,
812,I find myself lying about small everyday things that there is really no need to lie about.,,,
812,How do I figure out what triggers me to do this?,,,
812,And how do I help overcome this problem?,,,
812,I would like to become more honest and open no matter the situation.,,,
813,I have dog obsession disorder and I am having problems with my girlfriend because I am placing more importance to my two dogs over her.,,,
813,How do I get over this problem and prioritize my girlfriend over my two dogs?,,,
814,He's been losing feelings and he doesn't know why.,,,
814,I love him very very much.,,,
814,He sometimes thinks I'm obsessed when I'm not at all.,,,
814,I give him his space and I make sure he's okay but sometimes I think if me and him saw each other more it would be better?,,,
814,"I truly want me and him to get better, it's kind of hard not to stress about it, because the love of my life is losing feelings which is a sad feeling.",,,
814,He's a great guy!,,,
814,I just don't know why he's been losing feelings towards me.,,,
814,He's starting to put less effort in talking to me.,,,
814,At this point I'll do anything to just make us better as a couple.,,,
814,I tried talking to him but he doesn't like talking about it much.,,,
814,Advice on what to do?,,,
815,We do communicate but one of us has trouble accepting what the other person says.,,,
815,How can I fix things?,,,
816,I haven't uttered one word to my boyfriend in days.,,,
816,Now I'm over it and don't know how to approach the situation?,,,
817,I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me.,,,
817,How can I stop it?,,,
817,I know the mistakes that I've made in my life.,,,
817,I'm having a really hard time getting back on my feet.,,,
817,Can you help me please?,,,
818,"I have been with a guy for 4 years, he's a great guy and we also have a son together.",,,
818,The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person.,,,
818,"Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that.",,,
818,What should I do?,,,
819,I have been with this guy on and off for 8 years.,,,
819,"At first, we used to do things together and our sex life was ok. Then things started to change, we'd break up and reconnect, and he cheated on me numerous times.",,,
819,We've also had two beautiful baby girls during this time.,,,
819,"Now we argue and he says I am not affectionate at all or I don't know how to please a man, when I work part-time, take care of a 2 year old and a 5 month old and cook.",,,
819,"Sometimes he cooks, but he also spends a lot of time on the internet.",,,
819,"In addition, I have 2 boys and he has 1 son.",,,
819,I feel somewhere I have lost something.,,,
819,"It's not that I don¡¯t care, I truly love this guy, but I'm just tired of being the one who is always being judged.",,,
819,"Please, I am in need of a Christian counselor to help us because I really need to speak to someone.",,,
820,Me and my girlfriend just broke up.,,,
820,She said she loves me but is not in love anymore.,,,
820,This came out of nowhere.,,,
820,We seemed so happy together.,,,
820,It all started when she went to Missouri to visit her family.,,,
820,The first week she was there she was fine then once she went to this one sister¡¯s house everything changed.,,,
820,That's when she told me she loved me but was not in love with me anymore.,,,
820,I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again.,,,
820,Then she told me to come to her in Missouri.,,,
820,So that's what I did.,,,
820,"I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her.",,,
820,Once I got there everything was fine again.,,,
820,She apologized for everything and said she didn't mean any of it then we were good for about a week.,,,
820,Then she went back to saying she didn¡¯t love me anymore and had no feelings for me.,,,
820,The only thing that really gets me and makes me not want to accept this is that now she is pregnant.,,,
820,This wasn¡¯t an accident.,,,
820,"We were trying to get pregnant, so all this is hard to accept.",,,
820,I love her so much.,,,
820,I have never been bad to her.,,,
820,I've treated her the best I can.,,,
820,I wanted her to be my wife.,,,
820,I was going to propose to her when she got back.,,,
820,Now I'm losing my family and my mind.,,,
820,I don't know what to do.,,,
823,I am a heterosexual male in my late 20s.,,,
823,"I find myself wearing pantyhose, heels, skirts and other women's clothing in private.",,,
823,I am torn on how to feel about it.,,,
823,I enjoy it very much.,,,
823,I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young.,,,
823,I have no history of sexual abuse growing up.,,,
823,I am currently single.,,,
824,"After 40 years of being straight, how could I now find myself interested in people of the same sex?",,,
824,I have had a few same sex encounters of my own doing.,,,
826,"I'm a girl, and I can't tell whether I'm bisexual or gay.",,,
826,"I like girls a little more than boys, but I don't really know.",,,
827,What should I do when we see each other?,,,
828,I was born a girl.,,,
828,I look like a boy.,,,
828,I sometimes feel like a different variation of gender.,,,
828,I don't know what to say if someone asks my gender.,,,
828,I just get really confused and usually say my birth gender.,,,
829,I've been going through a rough time lately.,,,
829,I been into nothing but women.,,,
829,I¡¯ve never thought about men until a week ago.,,,
829,I¡¯m very upset and depressed about this.,,,
829,It's not normal to me.,,,
829,I looked at gay porn more than once to prove that I¡¯m not gay.,,,
829,"I get the same results each time, and I feel disgust.",,,
829,This is tough on me.,,,
829,I'm scared that I looked too many times.,,,
829,I keep thinking about it and shake all the time.,,,
830,I have always wanted to have a transition from male to female for some time now.,,,
830,This issue has persisted for 10 years already but I don't know where to start.,,,
830,I do not have the soundest information either.,,,
832,"In middle school and high school, my friends and family thought I was gay.",,,
832,"I tried telling them, but they wouldn¡¯t believe me.",,,
832,It almost feels like they wanted me to be.,,,
832,Now I¡¯m actually starting to believe them.,,,
832,"I know I wasn¡¯t back then, and now I¡¯m not sure anymore.",,,
834,I'm a guy.,,,
834,"If I don't like girls, nor do I like guys, does that mean I'm gay?",,,
835,"I'm transgender, I know I am, but I've only told a few friends.",,,
835,I know I can't tell my family because of previous conversations we've had.,,,
835,They just wouldn't accept it.,,,
835,My gender dysphoria is getting really difficult to deal with on my own.,,,
835,I need some strategies for dealing with it.,,,
835,What should I do?,,,
836,I have been noticing myself really enjoying watching/reading about gay or lesbian couples.,,,
836,"I've also been imagining what it might be like to date a girl, and I like the idea.",,,
836,I also find guys cute too.,,,
836,Does this make me bisexual?,,,
837,I got sick really bad and was throwing up for three days and nights.,,,
837,I thought I was going to die.,,,
837,"Then about a week later, I started having this desire to be female.",,,
837,I never had this desire before.,,,
837,All I can think about is being a woman.,,,
837,I don't get pleasure from my penis anymore either.,,,
837,"Women are attractive, but not like before.",,,
837,I can also find men attractive now.,,,
837,I'm too ashamed to tell anyone.,,,
838,I'm a teenage girl.,,,
838,"I don't know if I'm straight, bisexual, or gay.",,,
838,"I've been straight all my life, but a sudden rush of questions have come over me, and I don't know anymore.",,,
839,I've recently thought that i could be transgender but I've never had the mind of a girl.,,,
840,I feel like I would be more comfortable as a girl even though I still like girls.,,,
840,I think I'm like a girl stuck in a guy body.,,,
840,I imagine myself as a girl too.,,,
840,I think this more because my friends say that if I was a girl I would be a hot looking one.,,,
840,And I don't care about having boobs or anything.,,,
840,I just feel like the way that I do act will make more sense if I was a girl.,,,
843,Often times I find myself thinking scary thoughts and sometimes I even scare myself into thinking that something bad is going to happen to me.,,,
843,"Once it starts, the thought continues going through my head and I can't get it out.",,,
843,How can I stop these thoughts?,,,
845,"I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house.",,,
846,"I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset.",,,
846,She "gives me advice" and comforts me and tells me it'll be okay.,,,
846,I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure.,,,
846,"I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own.",,,
846,"I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend.",,,
846,Is this normal?,,,
846,Could it develop into a separate personality with time if I continue a mentality that she is her own person?,,,
847,My daughter basically freaked out out of nowhere over me saying ¡°calm down¡± when she dropped her phone.,,,
847,"Within seconds, the situation escalated to her kicking me out on the curb, saying horrifically unspeakable things, and her calling the cops on me.",,,
847,She seems unable to stop herself at times.,,,
848,"One moment, I'm happy, and then a tiny thing happens and I feel so hurt and awful that I can't handle anything.",,,
848,"I cry and cry, then next morning, I'm happy.",,,
848,I'm so confused.,,,
849,I read that you should ignore them and they have to come to a conclusion that they were wrong on their own terms.,,,
849,Is that correct?,,,
850,I suffer from checking and cleaning OCD.,,,
850,Can counseling help me to get over it?,,,
851,"I realized my boyfriend of seven years is a psychopath, and I want to understand how he thinks.",,,
852,I can't understand what I pay attention to.,,,
853,I'm a teenager and I've been sneaking out of my house at night for a year now.,,,
853,I've been caught several times.,,,
853,I want to stop doing this but I don't know where to start.,,,
853,How do I stop?,,,
854,I'm a teenager and I get these really intense mood swings.,,,
854,My mood will be really high and I'll think of something that I want to do.,,,
854,When I start to make it happen I get irritated by other people if they intervene.,,,
854,"Then if the thing I wanted to do doesn't work out, I have these tendencies to blame other people for it not working out.",,,
854,Can you explain what's going on?,,,
855,"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things.",,,
855,"They're not random voices, but rather, the voices of those I care about.",,,
856,My doctor seems to think I am in danger of having one.,,,
856,I neglected to ask how this was different than an episode.,,,
856,I have been formally diagnosed with bipolar type 1.,,,
860,People always judge others so rudely.,,,
861,I've developed a really intense and unexpected attraction to An actress after seeing her in a ballet uniform while guest starring on a television show.,,,
861,"I try, but I can't get her out of my mind.",,,
861,What should I do?,,,
862,I am extremely possessive in my relationships and this is hurting my friendships.,,,
862,How can I fix my underlying issues?,,,
863,I know I'm ruining my life with a lot of the decisions I make.,,,
863,"I consistently tell myself I need to make some serious changes in my life, but I just can't seem to even though I really want to.",,,
863,Why can't I force myself to change?,,,
864,I don't feel like myself anymore.,,,
864,"For example, I could walk up an entire flight of stairs before realizing that my legs are moving.",,,
864,I feel like I¡¯m watching my life be lived by someone else.,,,
865,I was with my friends fishing by a pond.,,,
865,I found a frog and stabbed it with my friend's knife.,,,
865,I'm not sure why I did it.,,,
865,My friends saw me do it it and were shocked and got really mad at me.,,,
865,Now if someone brings it up I get really upset and panicked.,,,
865,I don't know why I feel like this.,,,
865,Does this mean there is something wrong with me?,,,
866,"Sometimes, when I look at my pet cat, I think about how innocent he is and how somebody could hurt or kill him.",,,
866,"It makes me sad because I love him, but I always think about how helpless he is.",,,
866,"There've even been split-seconds where I felt almost tempted to kick him, followed by shame and guilt.",,,
867,She was diagnosed a type one diabetic two years ago and had a very tough time dealing with it.,,,
867,"She has an attachment issue also; her mother just moved to a much nicer home, and she gets angry and demands to go back to her prior home.",,,
867,"We do not understand what is going on, and it is driving us crazy.",,,
868,I've felt this way for two years.,,,
868,"I feel so much better now then I did when it started, but it is still there in the back of my mind at all times.",,,
869,It's been like a couple of years that I've been feeling like this.,,,
869,"I don't want to self-diagnose, but I get so sad and cry and then I feel better.",,,
869,"But then I get upset with people so quickly, and I hurt their feelings.",,,
869,"It's this constant rollercoaster, and it's hard.",,,
871,I just need to know if I'm really crazy or not.,,,
872,I start to think of an issue that doesn't even matter or something bad that happened years ago.,,,
872,"Then, I cry, pull at my hair, plug my ears, hit myself, and throw things.",,,
872,"In loud public places, I get on edge and start being sarcastic and moody.",,,
872,I have an awful fear of people leaving me (which normally ends up happening) and I feel like I'm too clingy.,,,
873,I have an ex-boyfriend who just lies about everything.,,,
873,He is super lazy.,,,
873,"He lies to everyone that he has a good job, builds trust, and then start borrowing money¡ªand large amounts too.",,,
873,It has come to the point where he has gone through several group of friends.,,,
873,"He is leaving a trail behind full of friends in debt because he would put on a sob story, borrow money, then disappear.",,,
873,"He refuses to work, so he sits at home playing games all day and either lies to his mom for money or lies to his friends.",,,
873,"I used to think his lying was due to his drug habit, but now I'm hearing from other ex-friends of his that this started even before the drugs got into his life.",,,
873,"He would borrow anywhere from $5,000 to $50,000 from everyone and it would all disappear.",,,
873,He's in debt with bills.,,,
873,"He doesn't gamble, but he spends his money on random stuff.",,,
873,"Although he has this habit of lying compulsively and spending money, he seems to be a good person.",,,
873,He'll always give a homeless person all his change no matter what.,,,
873,My brother has epilepsy and is really antisocial¡ªmy ex-boyfriend makes an actual effort to socialize with my brother.,,,
873,He takes him out to the movies and plays video games with him.,,,
873,He drives me to school and work every day and picks me up¡ªjust basically the small things that add up to the fact that he's not totally a horrible human being.,,,
873,Is he just simple a pathological liar or is there something that could possibly be deep down in there?,,,
874,I noticed lately that I've been thinking a lot about death.,,,
874,"I don't want to die, and I'm not suicidal.",,,
874,I just think about what would happen if I died or if someone I loved died.,,,
874,I imagine how sad everyone I know would be.,,,
874,"I know it isn't worth it, and I definitely want to live and have a future.",,,
874,I just think about it.,,,
874,"When I'm driving, I sometimes imagine what would happen if I just let go of the wheel and kept going.",,,
875,I was never like this.,,,
875,"Recently this year (my first year of high school), I started getting emotional for no reason.",,,
876,I am lazy.,,,
876,"I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits.",,,
876,"I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination.",,,
876,All I'm ever left with is regrets and a low grade.,,,
876,"I am at an all-time low in my life, and I'm not even that old.",,,
876,"I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that.",,,
876,It's not even like the work is hard.,,,
877,"I never get infections or scars or anything, and it doesn't bother me if it gets filled up with blood or something, but I'm concerned.",,,
878,"I feel that I am struggling with undiagnosed bipolar disorder, and it is making my day-to-day life extremely difficult.",,,
880,"My father is an alcoholic, and I see tendencies of that in myself.",,,
880,"I am recently married, and I feel it affecting our relationship.",,,
